Sentence ID,Sentence,Sentiment,Sentiment Label,Arousal,Dominance,# Words Found,Found Words,All Words
11,"Lola attempts to gain her father's trust fund by hiring a Hispanic husband, Bo , offering him $100,000 per year if he marries her.",6.558,positive,4.422,5.974,10 out of 14,"['attempt', 'gain', 'father', 'trust', 'fund', 'hire', 'husband', 'offer', 'year', 'marry']","['lola', 'attempt', 'gain', 'father', 'trust', 'fund', 'hire', 'hispanic', 'husband', 'bo', 'offer', 'per', 'year', 'marry']"
12,"Milan and Goran decide to sell the baby to Lubos and Eman, who are responsible for running an illegal baby adoption center.",5.823333333333333,neutral,4.273333333333333,5.658888888888889,9 out of 13,"['decide', 'sell', 'baby', 'responsible', 'run', 'illegal', 'baby', 'adoption', 'center']","['milan', 'goran', 'decide', 'sell', 'baby', 'lubos', 'eman', 'responsible', 'run', 'illegal', 'baby', 'adoption', 'center']"
13,"However as he begins to lose his memory, he relies more and more on the ghost of the man he's murdered to help him find the treasure.",5.455,neutral,4.657,5.337,10 out of 11,"['begin', 'lose', 'memory', 'rely', 'ghost', 'man', 'murder', 'help', 'find', 'treasure']","['however', 'begin', 'lose', 'memory', 'rely', 'ghost', 'man', 'murder', 'help', 'find', 'treasure']"
14,"The refugees stage a hunger strike, during which the camp's doctor dies, and Ari threatens to blow up the ship and the refugees.",4.611818181818181,neutral,4.747272727272727,4.242727272727272,11 out of 12,"['refugee', 'stage', 'hunger', 'strike', 'camp', 'doctor', 'die', 'threaten', 'blow', 'ship', 'refugee']","['refugee', 'stage', 'hunger', 'strike', 'camp', 'doctor', 'die', 'ari', 'threaten', 'blow', 'ship', 'refugee']"
15,"Play then approaches Kid with a plan to make the money back: A Pajama party where men pay entry fee and women ""appropriately dressed"" get in for free.",6.265625,positive,4.42125,5.949375,16 out of 18,"['play', 'approach', 'kid', 'plan', 'make', 'money', 'back', 'pajama', 'party', 'pay', 'entry', 'fee', 'woman', 'dress', 'get', 'free']","['play', 'approach', 'kid', 'plan', 'make', 'money', 'back', 'pajama', 'party', 'men', 'pay', 'entry', 'fee', 'woman', 'appropriately', 'dress', 'get', 'free']"
16,"Despite Lucy's reservations, she agrees to her husband’s request to attend a wild party of lust and sexual exploration on a remote island.",6.346666666666667,positive,4.859166666666667,5.815833333333333,12 out of 14,"['reservation', 'agree', 'husband', 'request', 'attend', 'wild', 'party', 'lust', 'sexual', 'exploration', 'remote', 'island']","['despite', 'lucy', 'reservation', 'agree', 'husband', 'request', 'attend', 'wild', 'party', 'lust', 'sexual', 'exploration', 'remote', 'island']"
17,"Alan Colby, heir to a vast fortune, reappears after a seven year absence, only to be murdered before he can claim his inheritance.",5.238888888888889,neutral,4.564444444444445,5.323333333333333,9 out of 12,"['heir', 'vast', 'fortune', 'seven', 'year', 'absence', 'murder', 'claim', 'inheritance']","['alan', 'colby', 'heir', 'vast', 'fortune', 'reappear', 'seven', 'year', 'absence', 'murder', 'claim', 'inheritance']"
18,"So, over the week they spend time together and she secretly hides him so he can escape the pressures of being a pop star for a little while.",5.5744444444444445,neutral,4.213333333333334,5.21,9 out of 11,"['week', 'spend', 'time', 'hide', 'escape', 'pressure', 'pop', 'star', 'little']","['week', 'spend', 'time', 'together', 'secretly', 'hide', 'escape', 'pressure', 'pop', 'star', 'little']"
19,"The dream provides inspiration for the opening scene of his latest screenplay entitled ‘Ashes to Ashes’ a thriller involving the Italian Mafia, Chinese Triads and a generous amount of martial arts action.",5.79875,neutral,4.610625,5.59,16 out of 21,"['dream', 'provide', 'inspiration', 'opening', 'scene', 'screenplay', 'entitle', 'thriller', 'involve', 'mafia', 'triad', 'generous', 'amount', 'martial', 'art', 'action']","['dream', 'provide', 'inspiration', 'opening', 'scene', 'latest', 'screenplay', 'entitle', 'ash', 'ash', 'thriller', 'involve', 'italian', 'mafia', 'chinese', 'triad', 'generous', 'amount', 'martial', 'art', 'action']"
20,Duc falls back in love with a former girlfriend from Vietnam who is an unhappily married second wife.,6.023333333333333,positive,4.155,5.136666666666667,6 out of 11,"['fall', 'back', 'love', 'girlfriend', 'second', 'wife']","['duc', 'fall', 'back', 'love', 'former', 'girlfriend', 'vietnam', 'unhappily', 'married', 'second', 'wife']"
21,"In between attacks, the men have comic encounters with a barber and Peter falls for a nurse, Sister Mary, after being wounded.",4.88625,neutral,4.57375,4.855,8 out of 11,"['attack', 'comic', 'encounter', 'barber', 'fall', 'nurse', 'sister', 'wound']","['attack', 'men', 'comic', 'encounter', 'barber', 'peter', 'fall', 'nurse', 'sister', 'mary', 'wound']"
22,"Red catches the other two balls and begins juggling all three of them, and then balances them on top of each other, after which he receives an uproarous applause.",6.2327272727272724,positive,4.121818181818182,5.648181818181818,11 out of 12,"['red', 'catch', 'two', 'ball', 'begin', 'juggle', 'three', 'balance', 'top', 'receive', 'applause']","['red', 'catch', 'two', 'ball', 'begin', 'juggle', 'three', 'balance', 'top', 'receive', 'uproarous', 'applause']"
23,It presents the romantic and sexual initiation of the group of adolescent boys and their problems.,5.83875,neutral,4.7162500000000005,5.45125,8 out of 8,"['present', 'romantic', 'sexual', 'initiation', 'group', 'adolescent', 'boy', 'problem']","['present', 'romantic', 'sexual', 'initiation', 'group', 'adolescent', 'boy', 'problem']"
24,The film follows the lives of several West Point cadet classmates who find themselves on opposite sides of the war.,5.32,neutral,3.956363636363636,5.339090909090909,11 out of 12,"['film', 'follow', 'life', 'west', 'point', 'cadet', 'classmate', 'find', 'opposite', 'side', 'war']","['film', 'follow', 'life', 'several', 'west', 'point', 'cadet', 'classmate', 'find', 'opposite', 'side', 'war']"
25,"The family is increasingly torn apart when both parents must work to buy bread, leaving their children to grow up amid the violence and filth of the streets.",5.3476923076923075,neutral,4.28923076923077,5.350769230769231,13 out of 16,"['family', 'tear', 'parent', 'must', 'work', 'buy', 'bread', 'leave', 'child', 'grow', 'violence', 'filth', 'street']","['family', 'increasingly', 'tear', 'apart', 'parent', 'must', 'work', 'buy', 'bread', 'leave', 'child', 'grow', 'amid', 'violence', 'filth', 'street']"
26,The marriage breaks apart when the father of the groom gets to know about Madhav's love for Amrutha.,6.755714285714285,positive,4.28,5.445714285714286,7 out of 10,"['marriage', 'break', 'father', 'groom', 'get', 'know', 'love']","['marriage', 'break', 'apart', 'father', 'groom', 'get', 'know', 'madhav', 'love', 'amrutha']"
27,"At this time, Bhagwaan chances to rescue another naïve young man new to the big city – Swaroop – when Shambu Dada’s gang steal all Swaroop’s money.",5.621818181818182,neutral,4.947272727272727,5.195454545454545,11 out of 18,"['time', 'chance', 'rescue', 'young', 'man', 'new', 'big', 'city', 'gang', 'steal', 'money']","['time', 'bhagwaan', 'chance', 'rescue', 'another', 'naïve', 'young', 'man', 'new', 'big', 'city', 'swaroop', 'shambu', 'dada', 'gang', 'steal', 'swaroop', 'money']"
28,Trouble brews when the engaged set of brothers decided to celebrate at a local nightclub.,5.834444444444444,neutral,4.517777777777778,5.822222222222222,9 out of 9,"['trouble', 'brew', 'engage', 'set', 'brother', 'decide', 'celebrate', 'local', 'nightclub']","['trouble', 'brew', 'engage', 'set', 'brother', 'decide', 'celebrate', 'local', 'nightclub']"
29,"He started his career cleaning latrines and dirty clothes, then moved on to working in a restaurant, saving enough money to own one, and then finally owned twelve.",5.765,neutral,4.2825,5.740833333333334,12 out of 16,"['start', 'career', 'latrine', 'dirty', 'clothes', 'move', 'work', 'restaurant', 'save', 'money', 'one', 'twelve']","['start', 'career', 'cleaning', 'latrine', 'dirty', 'clothes', 'move', 'work', 'restaurant', 'save', 'enough', 'money', 'one', 'finally', 'own', 'twelve']"
30,"Sita Devi doesn't agree with this, and tries to set Anita up with a sham marriage which will soon lead to divorce, thereby giving her both freedom and a fortune.",5.545,neutral,4.695,5.248,10 out of 15,"['neg-agree', 'try', 'set', 'sham', 'marriage', 'lead', 'divorce', 'give', 'freedom', 'fortune']","['sita', 'devi', 'agree', 'try', 'set', 'anita', 'sham', 'marriage', 'soon', 'lead', 'divorce', 'thereby', 'give', 'freedom', 'fortune']"
31,"She attends the public torture wielding a whip, in order to help him flee, but Samson instead asks to be brought to the temple's main support pillars.",5.123571428571428,neutral,4.041428571428572,5.622857142857143,14 out of 16,"['attend', 'public', 'torture', 'wield', 'whip', 'order', 'help', 'flee', 'ask', 'bring', 'temple', 'main', 'support', 'pillar']","['attend', 'public', 'torture', 'wield', 'whip', 'order', 'help', 'flee', 'samson', 'instead', 'ask', 'bring', 'temple', 'main', 'support', 'pillar']"
32,A greedy millionaire rancher finds out about it and sets out to steal it.,4.87,neutral,4.523333333333333,5.136666666666667,6 out of 6,"['greedy', 'millionaire', 'rancher', 'find', 'set', 'steal']","['greedy', 'millionaire', 'rancher', 'find', 'set', 'steal']"
33,She was always in trouble with juvenile authorities partly because she hated to go to school.,4.798333333333334,neutral,4.516666666666667,5.18,6 out of 8,"['trouble', 'juvenile', 'authority', 'hat', 'go', 'school']","['always', 'trouble', 'juvenile', 'authority', 'partly', 'hat', 'go', 'school']"
34,Beth Cappadora and her husband Pat experience a parent's worst fear when their son Ben vanishes in a crowded hotel lobby during Beth's high school reunion.,5.57,neutral,4.523333333333333,5.19,12 out of 18,"['husband', 'experience', 'parent', 'fear', 'son', 'vanish', 'crowded', 'hotel', 'lobby', 'high', 'school', 'reunion']","['beth', 'cappadora', 'husband', 'pat', 'experience', 'parent', 'worst', 'fear', 'son', 'ben', 'vanish', 'crowded', 'hotel', 'lobby', 'beth', 'high', 'school', 'reunion']"
35,"The police then enter into the bedroom, they find a bloody mess all over the room and also find the mother's head inside one of the closets.",5.589166666666666,neutral,4.2625,5.48,12 out of 14,"['police', 'enter', 'bedroom', 'find', 'bloody', 'mess', 'room', 'find', 'mother', 'head', 'one', 'closet']","['police', 'enter', 'bedroom', 'find', 'bloody', 'mess', 'room', 'also', 'find', 'mother', 'head', 'inside', 'one', 'closet']"
36,"Harry shoots at Matt, forcing Mark to kill Harry with a rifle he is inspecting in the general store, and the boy finally understands why his father shot a man so many years before.",4.951538461538462,neutral,4.653076923076923,5.12,13 out of 19,"['shoot', 'force', 'kill', 'rifle', 'inspect', 'general', 'store', 'boy', 'understand', 'father', 'shoot', 'man', 'year']","['harry', 'shoot', 'matt', 'force', 'mark', 'kill', 'harry', 'rifle', 'inspect', 'general', 'store', 'boy', 'finally', 'understand', 'father', 'shoot', 'man', 'many', 'year']"
37,"The film ends with Perozzi's death, which still does not deprive the friends of their desecrating hijinks, not even in face of their own mortality; perozzi himself makes a last joke to the priest.",4.827272727272727,neutral,5.014545454545455,4.818181818181818,11 out of 17,"['film', 'end', 'death', 'neg-deprive', 'neg-friend', 'desecrate', 'neg-face', 'mortality', 'make', 'joke', 'priest']","['film', 'end', 'perozzi', 'death', 'still', 'deprive', 'friend', 'desecrate', 'hijinks', 'even', 'face', 'mortality', 'perozzi', 'make', 'last', 'joke', 'priest']"
38,"After trying various ways to escape, Porky locks Daffy in a huge vault and takes off in a plane only to find out that the pilot of the plane is Daffy.",5.469230769230769,neutral,4.086153846153846,5.153076923076923,13 out of 15,"['try', 'various', 'way', 'escape', 'porky', 'lock', 'huge', 'vault', 'take', 'plane', 'find', 'pilot', 'plane']","['try', 'various', 'way', 'escape', 'porky', 'lock', 'daffy', 'huge', 'vault', 'take', 'plane', 'find', 'pilot', 'plane', 'daffy']"
39,"His encounters with various social difficulties and with Frances , a beautiful and enigmatic young woman leads to dramatic changes and decisions in his life.",5.695,neutral,4.589166666666666,5.520833333333333,12 out of 14,"['encounter', 'various', 'social', 'difficulty', 'beautiful', 'young', 'woman', 'lead', 'dramatic', 'change', 'decision', 'life']","['encounter', 'various', 'social', 'difficulty', 'france', 'beautiful', 'enigmatic', 'young', 'woman', 'lead', 'dramatic', 'change', 'decision', 'life']"
40,"The kids go out into the woods, only find themselves up against real wild animals .",6.558571428571429,positive,4.405714285714286,5.728571428571429,7 out of 7,"['kid', 'go', 'wood', 'find', 'real', 'wild', 'animal']","['kid', 'go', 'wood', 'find', 'real', 'wild', 'animal']"
41,"The vanguard force is defeated by the allies but Cao Cao shows no disappointment and proceeds to lead his main army to the riverbank directly opposite the allies' main camp, where they make camp.",5.575882352941177,neutral,4.355294117647059,5.471764705882353,17 out of 20,"['vanguard', 'force', 'defeat', 'ally', 'show', 'neg-disappointment', 'neg-proceed', 'lead', 'main', 'army', 'riverbank', 'opposite', 'ally', 'main', 'camp', 'make', 'camp']","['vanguard', 'force', 'defeat', 'ally', 'cao', 'cao', 'show', 'disappointment', 'proceed', 'lead', 'main', 'army', 'riverbank', 'directly', 'opposite', 'ally', 'main', 'camp', 'make', 'camp']"
42,"As the story continues, an escalating battle for the map occurs, with bounties placed on heads and the Imperial Japanese Army racing to reclaim its map as it can apparently ""save the Japanese Empire"".",5.493125,neutral,4.346875,5.521875,16 out of 19,"['story', 'continue', 'escalating', 'battle', 'map', 'occur', 'bounty', 'place', 'head', 'imperial', 'army', 'race', 'reclaim', 'map', 'save', 'empire']","['story', 'continue', 'escalating', 'battle', 'map', 'occur', 'bounty', 'place', 'head', 'imperial', 'japanese', 'army', 'race', 'reclaim', 'map', 'apparently', 'save', 'japanese', 'empire']"
43,"Anna thus sets out to track down the girl's family so that she can find a home for the baby girl, having meetings with Semyon who she initially regards as friendly.",6.4772727272727275,positive,4.119090909090909,5.8545454545454545,11 out of 15,"['set', 'track', 'girl', 'family', 'find', 'home', 'baby', 'girl', 'meeting', 'regard', 'friendly']","['anna', 'thus', 'set', 'track', 'girl', 'family', 'find', 'home', 'baby', 'girl', 'meeting', 'semyon', 'initially', 'regard', 'friendly']"
44,"Betty Boop teaches her animal friends how to dance to the tune of ""Dancing to Save Your Soul"", the dancing shakes the building and the building crumbles to the ground.",6.26,positive,4.147692307692308,5.926153846153846,13 out of 16,"['teach', 'animal', 'friend', 'dance', 'tune', 'dance', 'save', 'soul', 'shake', 'building', 'building', 'crumble', 'ground']","['betty', 'boop', 'teach', 'animal', 'friend', 'dance', 'tune', 'dance', 'save', 'soul', 'dancing', 'shake', 'building', 'building', 'crumble', 'ground']"
45,"But things change when together with Zoi he meets a couple in Sifnos, who try to help him come together with his future wife in time for the marriage.",6.237272727272727,positive,4.172727272727273,5.655454545454545,11 out of 15,"['thing', 'change', 'meet', 'couple', 'try', 'help', 'come', 'future', 'wife', 'time', 'marriage']","['thing', 'change', 'together', 'zoi', 'meet', 'couple', 'sifnos', 'try', 'help', 'come', 'together', 'future', 'wife', 'time', 'marriage']"
46,"Then the lies start happening, as Kaajal thinks Bobby is Shekhar's wife, and Sanjana thinks Bobby is Kishen's wife.",5.865714285714286,neutral,4.138571428571429,5.678571428571429,7 out of 13,"['lie', 'start', 'happen', 'think', 'wife', 'think', 'wife']","['lie', 'start', 'happen', 'kaajal', 'think', 'bobby', 'shekhar', 'wife', 'sanjana', 'think', 'bobby', 'kishen', 'wife']"
47,He is told that old Subhan Darr bought the donkey and went across the mountains in which Tahaan's father went missing.,5.76,neutral,4.105555555555556,5.3566666666666665,9 out of 13,"['tell', 'old', 'buy', 'donkey', 'go', 'mountain', 'father', 'go', 'miss']","['tell', 'old', 'subhan', 'darr', 'buy', 'donkey', 'go', 'across', 'mountain', 'tahaan', 'father', 'go', 'miss']"
48,"Niklas Michalke, a solicitor portrayed by Florian David Fitz, is terrified by his impending marriage, while Bruce Berger, a singer portrayed by Justus von Dohnányi, tries to pursue his singing career.",5.2139999999999995,neutral,4.362,5.23,10 out of 21,"['solicitor', 'portray', 'terrify', 'impending', 'marriage', 'singer', 'portray', 'try', 'pursue', 'career']","['niklas', 'michalke', 'solicitor', 'portray', 'florian', 'david', 'fitz', 'terrify', 'impending', 'marriage', 'bruce', 'berger', 'singer', 'portray', 'justus', 'von', 'dohnányi', 'try', 'pursue', 'singing', 'career']"
49,"With the teenagers demoralized and discredited, Honeywagon plans to turn Bikini Beach into a senior citizens retirement home.",5.739,neutral,4.009,5.562,10 out of 12,"['teenager', 'discredit', 'plan', 'turn', 'bikini', 'beach', 'senior', 'citizen', 'retirement', 'home']","['teenager', 'demoralize', 'discredit', 'honeywagon', 'plan', 'turn', 'bikini', 'beach', 'senior', 'citizen', 'retirement', 'home']"
50,Wind finds out the truth about who killed his parents and fights a fire beast which killed his father.,4.882,neutral,5.075,4.843,10 out of 10,"['wind', 'find', 'truth', 'kill', 'parent', 'fight', 'fire', 'beast', 'kill', 'father']","['wind', 'find', 'truth', 'kill', 'parent', 'fight', 'fire', 'beast', 'kill', 'father']"
51,"When the race starts, Dobbin isn't getting far, until Hank kick starts Dobbin to overtake every racer and wins a $40,000 prize.",5.655555555555556,neutral,5.286666666666667,5.58,9 out of 14,"['race', 'start', 'neg-get', 'kick', 'start', 'overtake', 'racer', 'win', 'prize']","['race', 'start', 'dobbin', 'get', 'far', 'hank', 'kick', 'start', 'dobbin', 'overtake', 'every', 'racer', 'win', 'prize']"
52,"Odile Deray is the publicist for the slasher movie Red is Dead, which features a serial killer whose weapons of choice are the hammer and sickle.",4.497272727272727,neutral,4.552727272727273,5.2290909090909095,11 out of 15,"['publicist', 'movie', 'red', 'dead', 'feature', 'serial', 'killer', 'weapon', 'choice', 'hammer', 'sickle']","['odile', 'deray', 'publicist', 'slasher', 'movie', 'red', 'dead', 'feature', 'serial', 'killer', 'whose', 'weapon', 'choice', 'hammer', 'sickle']"
53,"When Donald Dillingham marries the chorus girl, his wealthy parents disown him.",5.9383333333333335,neutral,4.821666666666666,5.158333333333333,6 out of 8,"['marry', 'chorus', 'girl', 'wealthy', 'parent', 'disown']","['donald', 'dillingham', 'marry', 'chorus', 'girl', 'wealthy', 'parent', 'disown']"
54,"Soon the brothers are the only ones left in the competition, and Lady Port-Huntley &mdash; with her glass legs &mdash; is part of Chester's final act.",5.586,neutral,3.927,5.368,10 out of 12,"['brother', 'one', 'leave', 'competition', 'lady', 'glass', 'leg', 'part', 'final', 'act']","['soon', 'brother', 'one', 'leave', 'competition', 'lady', 'glass', 'leg', 'part', 'chester', 'final', 'act']"
55,"Reportedly, the film is about slum kids who are trained for a dance competition.Shaimak Davar in a director's avatar
Dodge is found by his abusive brother around the same time the young mens care taker commits suicide, sending Dodge into a violent rage at the films conclusion.",5.0794999999999995,neutral,4.383,5.331,20 out of 27,"['film', 'slum', 'kid', 'train', 'dance', 'director', 'find', 'abusive', 'brother', 'time', 'young', 'care', 'taker', 'commit', 'suicide', 'send', 'violent', 'rage', 'film', 'conclusion']","['reportedly', 'film', 'slum', 'kid', 'train', 'dance', 'davar', 'director', 'avatar', 'dodge', 'find', 'abusive', 'brother', 'around', 'time', 'young', 'men', 'care', 'taker', 'commit', 'suicide', 'send', 'dodge', 'violent', 'rage', 'film', 'conclusion']"
56,"Unbeknownst to the Americans, a German spy ring in the city has already cracked their code and deliberately allowed the ship through in order to lure more valuable troop transports into their trap.",5.394615384615385,neutral,4.099230769230769,5.297692307692308,13 out of 18,"['spy', 'ring', 'city', 'crack', 'code', 'allow', 'ship', 'order', 'lure', 'valuable', 'troop', 'transport', 'trap']","['unbeknownst', 'american', 'german', 'spy', 'ring', 'city', 'already', 'crack', 'code', 'deliberately', 'allow', 'ship', 'order', 'lure', 'valuable', 'troop', 'transport', 'trap']"
57,The film has gained world wide attention in film festivals and has retained a small cult audience.,5.799090909090909,neutral,4.238181818181818,5.599090909090909,11 out of 11,"['film', 'gain', 'world', 'wide', 'attention', 'film', 'festival', 'retain', 'small', 'cult', 'audience']","['film', 'gain', 'world', 'wide', 'attention', 'film', 'festival', 'retain', 'small', 'cult', 'audience']"
58,"Before leaving, he tells them that they have to kill the doll the spirit of the ice cream man came from, and the ice cream truck is outside.",5.508333333333333,neutral,4.131666666666667,5.405833333333334,12 out of 13,"['leave', 'tell', 'kill', 'doll', 'spirit', 'ice', 'cream', 'man', 'come', 'ice', 'cream', 'truck']","['leave', 'tell', 'kill', 'doll', 'spirit', 'ice', 'cream', 'man', 'come', 'ice', 'cream', 'truck', 'outside']"
59,"Tragically, when Quincey is 3, Miranda is killed in a car accident and Rawdon is left alone, unmoored, to continue life without the love of his life.",5.165555555555556,neutral,4.855555555555555,5.206666666666667,9 out of 15,"['kill', 'car', 'accident', 'leave', 'alone', 'continue', 'life', 'love', 'life']","['tragically', 'quincey', 'miranda', 'kill', 'car', 'accident', 'rawdon', 'leave', 'alone', 'unmoored', 'continue', 'life', 'without', 'love', 'life']"
60,"Bhavana constantly uses religion as an excuse to not be intimate with her husband, Diya aspires to be an actress, and Sonia is a lawyer who is obsessed with her cases.",4.951,neutral,4.331,4.884,10 out of 14,"['use', 'religion', 'excuse', 'neg-intimate', 'husband', 'aspire', 'actress', 'lawyer', 'obsess', 'case']","['bhavana', 'constantly', 'use', 'religion', 'excuse', 'intimate', 'husband', 'diya', 'aspire', 'actress', 'sonia', 'lawyer', 'obsess', 'case']"
61,"When his student Usha tells him her love, Nirmal says that he is love with Janaki and they will get married soon.",6.6814285714285715,positive,4.635714285714286,5.967142857142857,7 out of 11,"['student', 'tell', 'love', 'say', 'love', 'get', 'marry']","['student', 'usha', 'tell', 'love', 'nirmal', 'say', 'love', 'janaki', 'get', 'marry', 'soon']"
62,"The chase then moves around mountain corners until it ends on a mountainside, with the Road Runner ducking behind a corner and leaving a cloud of dust for the coyote to run into.",5.1571428571428575,neutral,4.29,5.142142857142857,14 out of 17,"['chase', 'move', 'mountain', 'corner', 'end', 'road', 'runner', 'duck', 'corner', 'leave', 'cloud', 'dust', 'coyote', 'run']","['chase', 'move', 'around', 'mountain', 'corner', 'end', 'mountainside', 'road', 'runner', 'duck', 'behind', 'corner', 'leave', 'cloud', 'dust', 'coyote', 'run']"
63,"Michael and Jake go back up on deck and begin blasting the shark with the impulses, which begin to drive the shark mad.",5.114545454545454,neutral,4.2318181818181815,5.17,11 out of 13,"['go', 'back', 'deck', 'begin', 'blast', 'shark', 'impulse', 'begin', 'drive', 'shark', 'mad']","['michael', 'jake', 'go', 'back', 'deck', 'begin', 'blast', 'shark', 'impulse', 'begin', 'drive', 'shark', 'mad']"
64,The gang then travels to Goa where Sagar's contact tells him that the kidnappers are the Rosario brothers who run the most powerful gang in the Goa underworld.,4.951,neutral,5.263,5.372,10 out of 14,"['gang', 'travel', 'contact', 'tell', 'kidnapper', 'brother', 'run', 'powerful', 'gang', 'underworld']","['gang', 'travel', 'goa', 'sagar', 'contact', 'tell', 'kidnapper', 'rosario', 'brother', 'run', 'powerful', 'gang', 'goa', 'underworld']"
65,Bellamy is a doctor that has come home to a warm springs to try to heal children from the unnamed crippling disease .,5.746363636363636,neutral,4.393636363636364,5.1036363636363635,11 out of 12,"['doctor', 'come', 'home', 'warm', 'spring', 'try', 'heal', 'child', 'unnamed', 'crippling', 'disease']","['bellamy', 'doctor', 'come', 'home', 'warm', 'spring', 'try', 'heal', 'child', 'unnamed', 'crippling', 'disease']"
66,"Antonio is a successful industrialist, however he is dismayed that his personal life does not reflect his glittering career.",5.537142857142857,neutral,5.005714285714285,5.287142857142857,7 out of 10,"['successful', 'industrialist', 'personal', 'life', 'neg-reflect', 'neg-glitter', 'career']","['antonio', 'successful', 'industrialist', 'however', 'dismayed', 'personal', 'life', 'reflect', 'glitter', 'career']"
